User ID,Text,User Name,User Screen Name,Text Color,Link Color,Sidebar Color,Border Color,Background Color,Created At,Hour,Sleep Time
560302178444013568,Even though FallonTonight jimmyfallon it is still making me feel better also helps when I take cold amp flu medicine,Sarina May Waldon,sarinamay93,590B59,6B156B,F08BF0,000000,642D8B,Mon Apr 20 22:43:57 +0000 2009,22,0
560302210769494016,Roctakon as I understand it if you don t get one amp you get the flu you have a higher chance of infecting an old person who might die,tetzelny,tetzelny,333333,576085,DDEEF6,FFFFFF,CAC9D4,Fri Nov 09 05:24:45 +0000 2012,05,1
560302235616149506,Avian flu quarantine on eggs poultry lifted in S W Washington Seattle,The NewZ,TheUsNewz,333333,009999,EFEFEF,EEEEEE,131516,Fri May 10 18:56:01 +0000 2013,18,0
560302536306212864,tmwinsett mylifeasprose larrywilmore nightlyshow Right I gotta think of better ones I asked him if he had the flu shot KeepIt100,irene haralabatos,rini6,3D1957,FF0000,7AC3EE,FFFFFF,642D8B,Mon Mar 09 01:54:16 +0000 2009,01,1
560302632900644864,Nick Anderson is player of the game With the flu too ComancheSports edhsathletics OCSidelines thecanyontribe,Manny Alvarez,MAlvarez02,333333,009999,EFEFEF,EEEEEE,131516,Fri Mar 13 04:57:22 +0000 2009,04,1
560302707693862912,that kid alec35 you have the flu,Andrew Casten,andrewcastenn,333333,0084B4,DDEEF6,C0DEED,C0DEED,Sat Jan 12 04:23:49 +0000 2013,04,1
560302737217552384,I be rocking to Lor scoota x Bird Flu like shit lately,,MWUAHtoThePussy,3D1957,C71090,7AC3EE,FFFFFF,C71090,Tue Jan 25 20:45:48 +0000 2011,20,0
560302773452156928,5 year old Las Vegas girl dies from flu despite receiving vaccination,Janett Wawrzyniak,wawrzyniak9,333333,006399,DDEEF6,000000,EBEBEB,Tue Sep 11 21:19:09 +0000 2012,21,0
560302871657205760,bruh this flu ain t no joke,GRAPES,GRAAPES,333333,0084B4,DDEEF6,FFFFFF,C0DEED,Tue Feb 16 18:08:45 +0000 2010,18,0
560302872454119426,I know I Have The Flu I Just Know I Do,MCXIV,KissOfDEATH,32FA05,4A913C,6E066E,000000,0EEDC8,Mon Jan 17 19:27:10 +0000 2011,19,0
560302930071277568,Flu Taylor Pucci SnowyCelebs midnight pointsme,Nick Assunto,NickJAss,000000,3B94D9,000000,000000,000000,Sun May 17 14:08:33 +0000 2009,14,0
560303044043501569,You look like a hot bowl of soup and I got the flu katemorris patcoop10 Jordenestis,AnnaBeth Vice,annabeth vice,5E412F,CE7834,78C0A8,FFFFFF,FCEBB6,Sat Dec 04 04:59:18 +0000 2010,04,1
560303087722983424,Second stomach flu in a week Kids are great kids are great,Scott Paterno,ScottPaterno,666666,2FC2EF,252429,181A1E,1A1B1F,Tue Jan 18 19:02:22 +0000 2011,19,0
560303098422648832,DanielleLedet2 MrsLuclin You ladies as well Ugh I got the Pax Flu as well Too bad it doesn t seem serious Sore throat Runny Nose,Mandabar,Mandabar2,000000,4A913C,000000,000000,000000,Thu Mar 26 07:28:52 +0000 2009,07,0
560303196698996736,Gimme Ammo YellowJeepJewel vcortesusmc freewillfighter USArmy USMCJuanCarlos That flu killed a Veteran in 5 days Did a PGR Mission,Steven Thompson,Thunderstixx,EFF70A,3B94D9,99CC33,829D5E,352726,Tue Jul 07 05:55:02 +0000 2009,05,1
560303417180971008,krisCrossd yea he ha the flu I think yea they need his height right now,Donte Cooley,YourLocalShaman,333333,0084B4,DDEEF6,C0DEED,C0DEED,Thu Feb 09 09:55:26 +0000 2012,09,0
560303435413602304,Chemtrail Flu Have You Got It Yet,WorldTruth TV,Eddie1Levin,333333,009999,EFEFEF,EEEEEE,131516,Wed Jun 09 06:03:51 +0000 2010,06,0
560303759591735296,CC5 sapo he s got a bad flu I guess Bulls hanging with them tho,Tom Moore,TomMoore HRG,FFFFFF,0084B4,000000,FFFFFF,000000,Sun Aug 28 00:24:56 +0000 2011,00,1
560303782257373185,bellerinaaaa coming down with that Rose Flu,Coach Mat,Daddy Buckets5,333333,0084B4,DDEEF6,C0DEED,075E19,Mon Nov 22 01:53:14 +0000 2010,01,1
560303885269495810,Im def not an anti vaxxer but i never get the flu shot lol I also never get the flu i get my shot for everything else tho,Ty,MFN Ty,666666,2FC2EF,252429,181A1E,1A1B1F,Sat Jul 19 08:06:17 +0000 2008,08,0
560304083513659392,Good advice for flu season MT WSJ How to avoid germs at work,Sherry Mallory,SherryMallory,333333,0084B4,DDEEF6,C0DEED,C0DEED,Tue Jun 22 16:21:58 +0000 2010,16,0
560304553535766528,wilw midnight Don t look at me I voted for Flu Diamond Phillips,AndrewC,AndrewTheMild,333333,0084B4,DDEEF6,C0DEED,C0DEED,Sat Jul 06 01:46:14 +0000 2013,01,1
560304598276390912,Debating whether or not to get the flu shot while pregnant The ingredients of even the preservative free version is scary,ClearPolish,clearpolish,333333,0084B4,DDEEF6,C0DEED,C0DEED,Thu Jun 05 00:53:58 +0000 2014,00,1
560304638298439680,RT SiriusXMFantasy RT IF your DFS night was crushed by Warriors Andrew Bogut getting pulled just before tip off due to the flu,Steven McIntyre,sjpmcintyre,666666,2FC2EF,252429,181A1E,1A1B1F,Mon Jan 24 16:38:27 +0000 2011,16,0
560304677687144448,DrewDinkmeyer the could have been s with no questions on Wall s status and an update on the Bogut flu before gametime,Jay Relay,JayRelay,333333,0084B4,C0DFEC,A8C7F7,022330,Wed Sep 21 22:38:34 +0000 2011,22,0
560304702647046144,Yvette has the flu and this girl in class said she had Ebola and Yvette was SO mad,ellen,ellenmamula,333333,038543,F6F6F6,EEEEEE,ACDED6,Thu Sep 24 01:32:55 +0000 2009,01,1
560304717587570688,DJSMOOK Tremelo3 hollyrauhl 19 aggie ct jrdhuskers tandsmailbox Daisycat831 TeganEffect and afraid to I ve got a flu I think,Nathan Huber,nate huber89,333333,0084B4,DDEEF6,C0DEED,C0DEED,Sun May 26 23:42:59 +0000 2013,23,0
560304843802148864,frankthetank111 Bogut out with flu so no rim D Curry with towel over head looks like flu so outside game limited Very depleted W team,Stuart Waugh,sg2waugh,666666,2FC2EF,252429,181A1E,1A1B1F,Wed Apr 01 17:46:08 +0000 2009,17,0
560304873850535936,Tremelo3 DJSMOOK hollyrauhl 19 aggie ct jrdhuskers tandsmailbox Daisycat831 TeganEffect I think it s flu and running around 100,Nathan Huber,nate huber89,333333,0084B4,DDEEF6,C0DEED,C0DEED,Sun May 26 23:42:59 +0000 2013,23,0
560305056814481408,Seriously 3 years ago i had mono 2 years ago I got the flu Today I wake up with a sore throat Why,Riley Sutton,rileysutton,333333,552582,DDEEF6,C0DEED,FFFFFF,Mon Jul 21 21:46:56 +0000 2008,21,0
560305369608900609,Gonna take some Nighttime Cold amp Flu Relief so hopefully I can get some sleep and or go into a coma,God,sincerely logan,333333,067CB3,FFFFFF,FFFFFF,F5F5F5,Sat Sep 17 20:25:52 +0000 2011,20,0
560305508175724544,Taking my most likely flu infected self to court tomorrow and spreading that shit to all of the judicial branch of NB muahah anarchy,Ana,Analinavr,333333,71B3E6,DDEEF6,FFFFFF,FFFFFF,Thu Feb 16 05:29:53 +0000 2012,05,1
560305933046140928,Stockpiles this flu doesn t stand a chance,Julia,omni82252,333333,0084B4,DDEEF6,C0DEED,C0DEED,Thu Oct 30 03:34:50 +0000 2014,03,1
560306000860033024,The upside to having the flu this weekend was having the opportunity to start watching Justified In the end maybe the flu was worth it,Ryan Duwe,ryanduwe,333333,0084B4,DDEEF6,C0DEED,C0DEED,Tue Aug 04 17:20:47 +0000 2009,17,0
560306538464542720,I feel horrible Hope I m not coming down with the flu,Tawanda M,iCook MSRaised,D17CE6,9999A6,080808,000000,141414,Wed Mar 18 17:02:35 +0000 2009,17,0
560306552750735360,FDA Approves First GMO Flu Vaccine Containing Reprogrammed Insect Virus RT getholisticheal,Lisa Wood,SmartSeminar,CE7834,4CC783,78C0A8,F0A830,FCEBB6,Tue Apr 26 03:58:02 +0000 2011,03,1
560306609843236864,KinielCat have the flu or just lazy,Dragon F Orca,DragonOrca,DE62BD,108387,F0BA90,707070,FFFFFF,Sun Sep 19 19:41:48 +0000 2010,19,0
560306742379020288,Flu vaccine paradox adds to public health debate,Marius Scurtescu,mscurtescu,333333,0084B4,DDEEF6,C0DEED,C0DEED,Wed Sep 03 06:19:44 +0000 2008,06,0
560306926907822080,I feel like y all know this but just in case let there be no doubt I got a flu shot,OperationPinkHerring,PinkHerring,3E4415,0B0E4B,44B1C5,5E889D,352726,Wed Jan 28 21:46:41 +0000 2009,21,0
560307114607140864,Just one stomach flu away from my goal weight,Laura Gettier,lauragettier,3C3940,0099B9,95E8EC,5ED4DC,0099B9,Mon May 02 03:10:36 +0000 2011,03,1
560307237068234752,How to Properly Fight the Flu ReliefIsHere SheSpeaksUp Walmart ad via tasalinas,Amy T,ohsosavvymom,333333,990000,F3F3F3,DFDFDF,EBEBEB,Fri Jul 30 20:30:41 +0000 2010,20,0
560307258681094144,Knowing my luck i probz have strand B flu,Valentina,valadia135,333333,0084B4,DDEEF6,C0DEED,C0DEED,Sun Oct 02 03:30:36 +0000 2011,03,1
560307574999105536,DesDunks Madders 11 I have work until 6 45 Call in you down with the flu,Madison Brantley,Madders 11,333333,0084B4,DDEEF6,C0DEED,C0DEED,Mon Feb 27 06:13:46 +0000 2012,06,0
560307632377180161,RT DFSPIO DYK the symptoms of CO poisoning are like flu headache dizziness nausea Have CO alarms,Hanover MA,HanoverMA,333333,FF3300,A0C5C7,86A4A6,709397,Fri Feb 25 20:15:21 +0000 2011,20,0
560307659950526464,boltonnut Oh man poor guy Well I don t get flu shot anyways and they may do it differen now,Vicki Andrada,tigrayrocks,333333,0084B4,DDEEF6,C0DEED,C0DEED,Wed Feb 18 03:35:14 +0000 2009,03,1
560307803194408962,Santa Clara County reports its first flu related death of the season,NBC Bay Area,nbcbayarea,3C3940,0099B9,95E8EC,FFFFFF,0082C8,Wed Feb 04 21:41:26 +0000 2009,21,0
560308027241140225,wyatt foreman I have the flu,princass,xxoo cass,333333,2FC2EF,DDEEF6,FFFFFF,1A1B1F,Sat Jul 21 01:42:00 +0000 2012,01,1
560308133663211520,Chemtrail Flu Have You Got It Yet World,Carla Miller,carlasnow29,D77FB2,AA2A75,F8C7DA,F8C7DA,F8C7DA,Thu Feb 26 07:27:42 +0000 2009,07,0
560308167700389889,Rillymeen and they re only getting out rebounded by about 7 impressive when you re center is out with the flu,Brittany A Jones,BrittanyAnita,ADA6AD,071E78,FFFFFF,EEEEEE,B2DFDA,Tue Feb 15 21:15:46 +0000 2011,21,0
560308210704580608,10 REASONS WHY FLU SHOTS ARE MORE DANGEROUS THAN A FLU,WorldTruth TV,Eddie1Levin,333333,009999,EFEFEF,EEEEEE,131516,Wed Jun 09 06:03:51 +0000 2010,06,0
560308603987312641,RT teresatsuiND RCT B bifidum could prevent cold flu days in academically stressed students,World News Report,robinsnewswire,634047,880000,FFFFFF,FFFFFF,141106,Fri May 15 04:16:20 +0000 2009,04,1
560308610983792642,Harry Styles do you have the common cold flu virus,susa,phillestering,CD7CC3,262626,78C0A8,FFFFFF,000000,Wed Jan 12 18:51:25 +0000 2011,18,0
560309238061223936,My poor baby girl has the flu Been a tough week,Margaret Spears,MargaretWatford,3E4415,93A644,99CC33,FFFFFF,B2DFDA,Thu Jun 14 18:30:33 +0000 2012,18,0
560309284307992576,JakeeeKF you are sick with the FLU If I ever get the flu I ll make sure to come near you all the time and see how you enjoy it mister,Kathleen Morgan,Kathleeen24,E60EAC,12C4E3,000000,F09341,05F735,Fri Nov 25 21:49:32 +0000 2011,21,0
560309522137616384,JorgeOlson LOL I find that when you let yourself just free associate write things become clearer and your writing flu may just go away,TheNotebookBlogairy,NotebkBlogairy,000000,3B94D9,000000,000000,000000,Wed Apr 11 11:06:08 +0000 2012,11,0
560309894239100928,10 REASONS WHY FLU SHOTS ARE MORE DANGEROUS THAN A FLU World,Carla Miller,carlasnow29,D77FB2,AA2A75,F8C7DA,F8C7DA,F8C7DA,Thu Feb 26 07:27:42 +0000 2009,07,0
560310177506000896,It s like saying ur broken leg is causing me to struggle in my faith or could u stop having the flu it s distracting my walk w the Lord,Stephen Capps,StephenCapps,333333,0084B4,C0DFEC,FFFFFF,022330,Fri Oct 24 17:22:31 +0000 2008,17,0
560310219561922560,I have a cold finally i thought i had escaped flu season but it got me,Carmen Urquilla,rain butterfly,000000,000000,FFFFFF,FFFFFF,FFFFFF,Thu Mar 12 03:09:52 +0000 2009,03,1
560310232325558272,niais VIRUS On your telescope and in my face subtitle If I m this awesome with the flu imagine the possibilities,vicky scowcroft,teagazer,3C3940,0099B9,95E8EC,5ED4DC,0099B9,Thu Nov 05 00:21:14 +0000 2009,00,1
560310253409951745,101 8 fever F U FLU,ennaej,real trap bitch,333333,000000,DDEEF6,FFFFFF,FFFFFF,Tue Apr 09 00:44:58 +0000 2013,00,1
560310404157427713,RT ItsMikeyMurphy Dannng I might have the flu or something just kinda wanna get through this week,,camxdbr,333333,0084B4,DDEEF6,C0DEED,C0DEED,Wed Mar 05 05:18:29 +0000 2014,05,1
560310519794393089,My body aches so bad Like is this what old people feel like everyday Flu caught me slippin hard,LizzyLou,lizzyskelter,333333,009999,EFEFEF,000000,131516,Thu Jun 04 05:35:06 +0000 2009,05,1
560310722908160000,RT lazonadeportiva Williams Durham and Beard have the flu they all threw up Williams went into the locker room Beard had to change j,Benjo,Thebearjeweler,666666,2FC2EF,252429,181A1E,1A1B1F,Thu Nov 27 01:31:11 +0000 2008,01,1
560310984372649984,Why Prepare for a Bird Flu Pandemic,Janett Wawrzyniak,wawrzyniak9,333333,006399,DDEEF6,000000,EBEBEB,Tue Sep 11 21:19:09 +0000 2012,21,0
560311232570200064,EldonThacker It s not too late but jes don t get to close Mr Flu meister,Lee Gibson,leegibsonmusic,333333,0084B4,DDEEF6,C0DEED,C0DEED,Sun Dec 07 04:37:01 +0000 2008,04,1
560311511516983296,joohannnaaaaa I miss you stop having the flu and come back to the phi,Gii Marrone,giimarrone,634047,088253,E3E2DE,D3D2CF,EDECE9,Sun May 24 03:57:32 +0000 2009,03,1
560311608925110272,leegibsonmusic oh I ve had enough whusky to kill the dang flu,Eldon Thacker,EldonThacker,333333,0042B3,F5EEDC,FFFFFF,E1C3EB,Tue Apr 12 21:18:29 +0000 2011,21,0
560311915134468097,That lil baby was hitting the bird flu,,Watkins Era,333333,0084B4,DDEEF6,C0DEED,C0DEED,Mon Jun 20 17:05:04 +0000 2011,17,0
560312383995150336,stranahan CDC caught inflating flu deaths to sell more vaccines,Jim Humbert,JimHumbert,333333,009999,EFEFEF,EEEEEE,131516,Sat Sep 12 14:33:21 +0000 2009,14,0
560312392543129600,A year ago I was in Florida with an amazing group of people and then got the flu the next day,Heather Barkee,heatherbarkee,3D1957,FF0000,7AC3EE,FFFFFF,642D8B,Thu Mar 25 18:40:43 +0000 2010,18,0
560312789722337280,Man Down Man Down Hub s has the flu,Kayre Imus,OregonRELady,333333,93A644,FFFFFF,EEEEEE,B2DFDA,Sun Mar 29 03:13:40 +0000 2009,03,1
560312858886807552,I ve become a mad crazy cleaning person now because I swear if I get the flu I will lose it,Katie Burgess,kissing kate,FA8459,89C9FA,000000,ADF1FC,030103,Sat Oct 01 01:06:48 +0000 2011,01,1
560312910023389184,Poultry quarantine lifted in SE Washington no new avian flu cases found KTVZ,KTVZ NewsChannel 21,KTVZ,333333,0084B4,C2E2FF,FFFFFF,000F21,Fri Mar 20 03:25:59 +0000 2009,03,1
560313044686110720,RT thatiainguy Having the flu isn t stigmatised why should having less than ideal mental health be BellLetsTalk YouMatter,Spencer Begemann,sbegemann,333333,CC3366,E6F6F9,FFFFFF,DAEBE6,Tue Feb 01 01:28:38 +0000 2011,01,1
560313066005340161,My Simian Flu called Blue balls just got eradicated in 1050 days PlagueInc dawnofapes,the 2cool crew,youngmid,333333,0084B4,DDEEF6,C0DEED,C0DEED,Thu Jul 01 21:24:09 +0000 2010,21,0
560313177263857664,RT AgweekMagazine Calif turkey farm quarantined after bird flu detected Agweek,Mike Phipps,phippsjm,333333,0084B4,DDEEF6,000000,C0DEED,Sat Aug 27 23:55:26 +0000 2011,23,0
560313218951041024,KingJavii The air over Utech gimmi the flu my FIRST day back I got it,Saint Mary Magdalene,essKbee,F200E2,22F052,0A0A0A,C5D975,B379B8,Sat Mar 06 14:06:10 +0000 2010,14,0
560313220926566400,I feel like when u have the Flu u have the right to take the day off from EVERYTHING Bt the end of the day world stops for no one,Yan,KissMiiTwatt,785E71,9E1955,0F0D03,F2E195,BADFCD,Wed Jul 15 04:32:58 +0000 2009,04,1
560313526829330432,I having a cough that will evntually turn into a flu anyways i will still listen to One Direction,1 Direction Songs,1ddiiirection,333333,0084B4,C0DFEC,A8C7F7,022330,Fri Jun 03 15:06:33 +0000 2011,15,0
560313556269166592,THIS GAME IS MAKING ME SWEAT LIKE BOGUT WITH THE FLU Warriors,Danielle Lerner,danielle lerner,333333,0084B4,DDEEF6,FFFFFF,C0DEED,Mon Oct 01 07:16:56 +0000 2012,07,0
560313668466786304,KirstenHaylie you definitely have the flu Kirsten rest up and good luck Sleep early and drink meds Random well wisher here,Vance Lerrick,VanceLerrick,333333,0084B4,DDEEF6,C0DEED,C0DEED,Tue Jul 23 02:41:01 +0000 2013,02,1
560313861559951360,RT DebbieWWGN Fight the flu with Netflix Love this double whammied,Double Whammy,double whammied,3E4415,D02B55,99CC33,829D5E,352726,Thu Mar 17 15:50:05 +0000 2011,15,0
560314074290864128,ThompsonScribe mental error I think he has the flu His shot is way off He is not thinking right,Stuart Waugh,sg2waugh,666666,2FC2EF,252429,181A1E,1A1B1F,Wed Apr 01 17:46:08 +0000 2009,17,0
560314451144867841,RT MontePooleCSN Without Bogut out with flu it s up to Warriors F Draymond Green to battle Bulls behemoths Then again that s what,Mico C,micoc76,000000,5E00FF,C9DFE0,86A4A6,BAE3E8,Fri Sep 04 20:57:55 +0000 2009,20,0
560314723607248896,Still managed to put in my half hour even with the stomach flu,nilgravity,nilgravity,333333,009966,EFEFEF,EEEEEE,02008C,Mon Jun 23 00:36:19 +0000 2008,00,1
560315165699084288,Pray amp RT Pray for Nikki a young wife and mother of 3 She is on her death bed right now from the flu amp other complications Thank you,Matt Franklin,FrankDaWord,666666,2FC2EF,252429,000000,1A1B1F,Thu Mar 08 22:39:00 +0000 2012,22,0
560315490909028352,Haven t been able to hug my dad for two weeks since he has the flu n it s fucking killing me,GhettoGothHay,HaleyPhamily,333333,19CFC3,EFEFEF,EEEEEE,131516,Thu Jan 14 06:49:46 +0000 2010,06,0
560315738108751872,LindsHollister no flu here but we will be sure to lick you and matt when you come over getlicked wearevaccinated,Heather Brooker,HeatherBrooker,3C3940,00B83A,95E8EC,5ED4DC,B84A00,Thu Apr 09 21:34:23 +0000 2009,21,0
560315749861175296,I ve had the flu strep a cold upper respiratory infection and horrible asthma within two weeks What type of shit is that,Savannah Rae,Sweatin Glitter,D16DCA,EB1595,000000,000000,000000,Sat Sep 24 04:51:03 +0000 2011,04,1
560316003259645952,Wahhh I hate being sick I think I caught a mild flu too The chills won t go away,Charlene Ann,supastarchar,333333,009999,C0DFEC,FFFFFF,131516,Fri Feb 06 05:46:03 +0000 2009,05,1
560316267010076673,Really over this damn flu It s been nearly a week,,farahhh,333333,000000,DDEEF6,000000,000000,Sun Aug 03 05:34:37 +0000 2014,05,1
560314488948527104,JeanneSarahh I m a victim of the flu I ll be okay tho,Rachel Anne,rachelanne823,333333,0084B4,DDEEF6,C0DEED,C0DEED,Sat Jan 22 00:33:53 +0000 2011,00,1
560316617028931585,I think we re going to find out that Curry has the flu too,feltbot,feltbot,333333,08088A,EFEFEF,000000,131516,Fri Jul 10 00:57:16 +0000 2009,00,1
560316630723739648,Freezing and burning up at the same time If I have the flu Imma be pissed,Megz,Megan 4more,FF0F0F,03FFC0,FFFF00,03FF0B,FF05EE,Wed Apr 07 21:08:41 +0000 2010,21,0
560316749443522564,I think I may have the flu,alex h,Byronosaurus,333333,0084B4,DDEEF6,C0DEED,C0DEED,Wed Nov 19 22:22:50 +0000 2008,22,0
560316979119390720,Whoever gave me the Flu im going to find you and kill you As soon as I m better,Ryan Vassallo,ryanems132,666666,6DC916,252429,181A1E,B310AE,Sun Feb 05 20:59:51 +0000 2012,20,0
560317028830310400,Dr Brownstein Falsely Accused of Promoting the Flu Vaccine The Flu Vaccine and Low Hanging Fruit by Dr Brownst,Mark Fuerst,DrMarkFuerst,333333,0084B4,DDEEF6,C0DEED,C0DEED,Wed Apr 03 20:16:02 +0000 2013,20,0
560317075735203840,5 year old girl dies from flu despite receiving vaccination,Min Tara Lynne,Min TaraLynne,333333,0084B4,DDFFCC,BDDCAD,9AE4E8,Sat Feb 14 01:55:06 +0000 2009,01,1
560317146677673984,Dr Brownstein Falsely Accused of Promoting the Flu Vaccine The Flu Vaccine and Low Hanging Fruit by Dr Brownst,Chiropractic,ChiropracticFan,333333,0084B4,DDEEF6,C0DEED,C0DEED,Fri Jan 10 02:07:39 +0000 2014,02,1
560318476011585536,S O to DaveyDave 18 for the care package for the trip to Cali tomorrow Including anti flu medicine just in case,Tessa Matthews,tessaaddie,333333,0084B4,DDEEF6,C0DEED,C0DEED,Wed Apr 03 01:28:23 +0000 2013,01,1
560318511096934400,Steph looks flush i bet he has the flu too Warriors,L E N,LENism,666666,2FC2EF,252429,000000,1A1B1F,Thu Jun 26 21:30:27 +0000 2008,21,0
560318619695865856,warriors wow Bogut with the flu when his team needed him the most against these bigs form Chi Way to man up Go blow your nose and cough,gavin,geebaugh,333333,0084B4,DDEEF6,C0DEED,C0DEED,Thu Nov 22 15:13:55 +0000 2012,15,0
560319201210929152,KmillionMiller I kinda was on Friday and the weekend but not bad I m getting over it The flu shall not take me,Soph,skallas12,333333,0084B4,DDEEF6,C0DEED,C0DEED,Mon Dec 10 03:26:48 +0000 2012,03,1
560319301412859904,What a weird game Warriors couldn t hit a 3 Rose had like 12 turnovers Flu Tired Legs Just a lot going on,Slotter,Slotter,666666,E9160C,252429,000000,1A1B1F,Tue Oct 28 00:05:12 +0000 2008,00,1
560319401484754945,Could ve been your flu game andrewbogut lol,Joshua Joson,jayjoson1,333333,0084B4,C0DFEC,000000,022330,Thu Oct 22 01:14:28 +0000 2009,01,1
560319675628679170,Bogut gets the flu and there goes the 11 point spread,Phil,OnTheRealPhil,666666,2FC2EF,252429,181A1E,1A1B1F,Fri Jun 03 17:48:18 +0000 2011,17,0
560319721518534657,Now I know warriors can t win any close games Bitch ass bogut better grow some balls the flu Get the fuck out of here you pussy,Jose Padilla,Mr Rager 510,333333,000000,C0DFEC,FFFFFF,000000,Thu Nov 04 06:46:20 +0000 2010,06,0
560320182833258496,RT megan dong Bogut and his flu I swear,Kanon Lee,kanongoesboom,333333,FFCC4D,F6F6F6,000000,ACDED6,Mon Jan 31 18:47:29 +0000 2011,18,0
560320505388216320,Love the flu,Nick,nickw 69,333333,0084B4,DDEEF6,C0DEED,C0DEED,Tue Jun 25 14:02:35 +0000 2013,14,0
560320553329102848,Hope I wake up feeling good tomorrow Had the flu Now light cold coming an going I just wanna train HARD,Shelito Vincent,shelitosway,AD13AD,009999,F00058,EEEEEE,131516,Thu Jul 01 14:16:12 +0000 2010,14,0
560320888407478272,Does the Warriors health plan not cover flu vaccinations for Bogut,Jason Chen,diskopo,3C3940,0099B9,95E8EC,FFFFFF,0099B9,Tue Jan 16 17:29:06 +0000 2007,17,0
560320918048624640,guarantee you Steph has the flu warriorsworld,L E N,LENism,666666,2FC2EF,252429,000000,1A1B1F,Thu Jun 26 21:30:27 +0000 2008,21,0
560321323264921600,kfc been flu anyway,4 Cuttaz Only,a5thoFCReeZz,1D0EF0,0055FF,000000,FFFFFF,08ADFF,Sun Feb 28 05:46:09 +0000 2010,05,1
560321399253110784,Turn down for what Sickness The flu That s what,Raymond Arturo,r2dotweets,000000,FF7112,EBD8C1,F5D0A9,FFFFFF,Fri Jun 26 21:28:32 +0000 2009,21,0
560321469939331072,I don t care about the scientific validity of this statement The flu shot makes you get sick,Deepika Pujji,tweepika,333333,009999,EFEFEF,EEEEEE,131516,Thu Apr 10 20:11:20 +0000 2008,20,0
560321497340719104,juniners Kobe use to play w the flu Js Smh,Lejon B,JonThaPrince,333333,141111,F3F3F3,DFDFDF,EBEBEB,Tue Jan 04 21:51:54 +0000 2011,21,0
560321582124376064,Two flu related deaths in Fresno County,Local News Feeds,localnewsfeeds,333333,0084B4,DDEEF6,C0DEED,C0DEED,Sun Jul 13 03:52:31 +0000 2014,03,1
560321680426283010,I read the flu so he was either feeling ill before the game or just suddenly started right before the game,Matt,SharksFan23,000000,00FAFA,C70202,FFFFFF,000000,Fri Dec 18 05:45:34 +0000 2009,05,1
560321803781169152,Oh yay flu,Coyote Bad,Ajorpunga,FF0022,9266CC,050505,030303,000000,Fri Dec 24 19:03:39 +0000 2010,19,0
560321879924547584,geeman215 HerringWSJ he was named as a starter in warm ups then disappeared Flu news came late Ruined a lot of DFS lineups,Connor Beastwin,cBeastwin,000000,FA743E,000000,000000,000000,Tue May 05 20:46:01 +0000 2009,20,0
560322033100525569,Starting center has the flu But that s none of my business espn commentators,Golden State 36 7,TheKingTyler,333333,0084B4,DDEEF6,C0DEED,C0DEED,Sun Jul 13 23:08:56 +0000 2014,23,0
560322366958362625,I didn t get my flu shot and now I m sure I m getting sick but hey at least I didn t contract autism right guys OneBoldChoice,Gordie Pickering,ohgeezgordie,000000,89C9FA,000000,000000,000000,Thu Dec 15 04:26:17 +0000 2011,04,1
560322660748365825,Swine flu deaths continue to rattle Indore 5th reported Times of India,JustinBieberNewsx,JustinBiberxfb,333333,0084B4,DDEEF6,C0DEED,C0DEED,Fri Apr 11 13:51:21 +0000 2014,13,0
560322958091366400,RT screamMARA xoxo SLime flu 2,Og lil pretty thug,TreySmallz,333333,3B94D9,EFEFEF,EEEEEE,131516,Mon Dec 12 16:31:38 +0000 2011,16,0
560323040534626305,Wait what How the hell do you mix up an Achilles injury with the flu,Mitchell Northam,primetimeMitch,333333,4565E6,DDEEF6,FFFFFF,131516,Thu Mar 03 15:39:21 +0000 2011,15,0
560323051540058112,X WildHeart O get better KOL take care of yaself people out here dying from the Flu and stuff smh,IG DJRnR405,DJRnR405,333333,856C0A,EFEFEF,FFFFFF,131516,Sat May 09 19:15:34 +0000 2009,19,0
560323279060492288,louisfabrizi You have the flu,Kaitlyn Layfield,KaitlynLayfield,333333,009999,EFEFEF,EEEEEE,131516,Mon May 14 02:41:18 +0000 2012,02,1
560323512486068224,LearikTheKid And we did this without Jimmy Butler tonight He has the flu,Austin Martin,Siccottic,333333,0084B4,DDEEF6,000000,C0DEED,Mon Mar 10 12:55:52 +0000 2014,12,0
560323702617673729,RT Mehrabhupendra Swine Flu 8 Simple Ways to Prevent Swine Flu SwineFlu Flu SwineInfluenza PigInfluenza Hogflu Pigflu,World News Report,robinsnewswire,634047,880000,FFFFFF,FFFFFF,141106,Fri May 15 04:16:20 +0000 2009,04,1
560323703917907968,RT HomeoPositive prevent flu gif,World News Report,robinsnewswire,634047,880000,FFFFFF,FFFFFF,141106,Fri May 15 04:16:20 +0000 2009,04,1
560324026652827649,Don t Sneeze Office Etiquette for Flu Season,Ashley,ashleymarketer,0A1266,060B6B,F7E4F4,FCFCFC,F9FAD5,Tue Nov 10 09:42:38 +0000 2009,09,0
560324066746568704,I m going to drink NyQuil now and if this flu isn t gone by tomorrow so help me god I will tweet the entire Game of Thrones series,Katherine,missustufnel,333333,871E44,F6F6F6,000000,0C0C0D,Mon Jun 29 03:56:15 +0000 2009,03,1
560324151370448896,Two flu related deaths in Fresno County YCV,KSEE24 News,KSEE24,071435,F50A0A,50A6DC,FFFFFF,0D6EBD,Fri Feb 13 23:08:18 +0000 2009,23,0
